00,01,02,03,25,26,04,05,27,28,29,30,06,31,32,33,34,07,08,09,35,36,37,38,10,11,12,13,39,14,15,16,40,17,18,19,20,41,21,22,23,24,42,43,44,45,46,47,48,49,50,51
12,00,01,02,13,39,03,25,26,14,15,04,05,27,28,16,40,29,30,06,17,18,31,32,33,19,20,34,07,08,41,21,22,09,23,24,42,43,35,44,45,46,36,37,38,47,48,49,50,10,11,51
20,34,07,12,00,01,02,08,41,21,13,39,03,25,22,09,23,24,26,14,42,43,35,15,44,45,46,36,04,05,27,37,38,28,16,47,48,40,29,49,50,30,06,17,18,10,31,32,33,11,51,19
46,36,20,34,04,05,07,12,27,37,38,28,00,16,01,02,08,47,48,40,41,21,29,49,50,13,30,39,03,25,06,17,18,10,22,09,31,32,23,33,24,11,26,14,42,43,51,19,35,15,44,45
46,36,20,34,13,30,39,04,05,07,03,25,12,27,37,06,38,28,00,17,18,10,22,16,01,02,08,09,31,32,23,47,48,33,40,24,11,26,41,21,29,49,14,42,43,50,51,19,35,15,44,45
02,08,09,31,46,36,20,32,23,47,48,34,13,30,39,33,40,24,04,05,11,07,03,26,41,21,29,25,12,27,49,37,14,42,43,06,50,51,38,28,00,17,19,35,18,10,15,44,45,22,16,01
29,25,12,02,27,49,37,08,09,14,31,46,36,42,43,06,20,50,51,38,32,28,00,23,47,48,17,19,34,13,30,39,35,18,10,15,33,40,44,45,22,24,04,16,05,11,07,01,03,26,41,21
29,25,17,19,34,13,12,02,27,49,30,37,39,35,18,08,09,10,15,33,14,31,40,44,45,22,46,36,24,04,42,16,05,43,06,20,11,07,50,51,01,38,32,28,00,03,26,23,47,48,41,21
46,36,24,04,29,25,42,17,19,16,05,43,06,34,13,12,20,11,07,02,50,51,27,49,30,01,38,32,37,39,35,18,28,00,03,08,26,09,10,15,33,23,14,31,40,47,48,44,45,22,41,21
01,38,32,46,36,37,39,24,04,35,18,28,29,25,42,17,00,03,19,16,05,08,26,09,43,10,15,33,06,34,13,12,23,14,31,20,11,07,02,40,47,48,44,50,51,27,45,49,30,22,41,21
15,01,38,32,33,46,06,36,37,34,13,12,39,24,23,14,31,04,35,18,20,11,28,29,07,02,40,25,42,17,47,48,44,00,03,19,16,50,51,05,08,26,09,27,45,43,10,49,30,22,41,21
25,15,01,42,17,38,32,33,46,47,48,44,06,00,03,36,37,34,19,16,13,12,39,24,50,51,23,14,31,04,05,08,26,35,18,09,27,20,11,45,43,10,28,29,07,49,30,22,41,02,40,21
51,23,14,25,15,01,31,04,05,42,17,08,26,35,18,38,32,33,09,27,20,11,46,47,48,44,45,43,06,00,03,10,28,29,07,36,37,34,19,49,30,22,41,16,02,40,21,13,12,39,24,50
44,45,51,23,14,43,06,25,15,01,00,03,10,31,04,28,29,07,05,36,42,17,08,26,37,34,19,49,35,30,22,18,38,32,33,41,09,27,16,02,20,11,40,21,13,12,46,47,48,39,24,50
49,35,30,22,44,45,51,23,18,14,38,32,33,41,43,06,25,15,09,01,00,03,27,16,02,10,31,04,28,20,11,40,29,07,05,21,13,12,36,42,17,46,08,26,47,37,34,19,48,39,24,50
31,04,28,20,49,35,30,22,11,40,29,44,45,07,05,51,21,13,23,18,12,36,14,38,42,32,33,41,43,17,46,08,06,26,47,25,15,37,09,34,19,48,01,00,03,27,39,24,16,02,10,50
41,43,17,31,04,46,08,06,28,20,26,47,25,15,49,37,09,34,19,35,30,22,11,48,40,29,44,45,01,00,03,07,05,51,21,27,39,24,13,16,02,10,50,23,18,12,36,14,38,42,32,33
41,43,29,44,45,17,31,01,04,46,08,06,00,03,07,28,05,20,51,21,27,39,26,47,24,25,15,49,13,16,02,10,37,09,34,19,50,23,18,35,30,12,36,22,11,48,40,14,38,42,32,33
