31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,21,22,23,24,25,26,27,28,29,30,11,12,13,14,15,16,17,18,19,20,06,07,08,09,10,04,05,02,03,00,01
15,16,17,18,19,20,06,07,08,09,10,04,05,02,03,00,01,24,25,26,27,28,29,30,11,12,13,14,45,46,47,48,49,50,51,21,22,23,38,39,40,41,42,43,44,35,36,37,33,34,31,32
47,48,49,50,51,21,22,23,38,39,40,41,42,43,44,35,36,37,33,34,31,32,26,27,28,29,30,11,12,13,14,45,46,04,05,02,03,00,01,24,25,07,08,09,10,19,20,06,17,18,15,16
11,12,13,14,45,46,04,05,02,03,00,01,24,25,07,08,09,10,19,20,06,17,18,15,16,36,37,33,34,31,32,26,27,28,29,30,40,41,42,43,44,35,21,22,23,38,39,49,50,51,47,48
33,34,31,32,26,27,28,29,30,40,41,42,43,44,35,21,22,23,38,39,49,50,51,47,48,10,19,20,06,17,18,15,16,36,37,02,03,00,01,24,25,07,08,09,46,04,05,14,45,11,12,13
19,20,06,17,18,15,16,36,37,02,03,00,01,24,25,07,08,09,46,04,05,14,45,11,12,13,35,21,22,23,38,39,49,50,51,47,48,10,40,41,42,43,44,27,28,29,30,31,32,26,33,34
49,50,51,47,48,10,40,41,42,43,44,27,28,29,30,31,32,26,33,34,09,46,04,05,14,45,11,12,13,35,21,22,23,38,39,03,00,01,24,25,07,08,15,16,36,37,02,17,18,19,20,06
00,01,24,25,07,08,15,16,36,37,02,17,18,19,20,06,05,14,45,11,12,13,35,21,22,23,38,39,03,29,30,31,32,26,33,34,09,46,04,41,42,43,44,27,28,48,10,40,51,47,49,50
26,33,34,09,46,04,41,42,43,44,27,28,48,10,40,51,47,49,50,05,14,45,11,12,13,35,21,22,23,38,39,03,29,30,31,32,17,18,19,20,06,16,36,37,02,07,08,15,24,25,00,01
17,18,19,20,06,16,36,37,02,07,08,15,24,25,00,01,13,35,21,22,23,38,39,03,29,30,31,32,48,10,40,51,47,49,50,05,14,45,11,12,41,42,43,44,27,28,46,04,34,09,26,33
