03,01,02,08,04,05,06,07,14,09,10,11,12,13,15,17,16,18,24,19,20,21,22,23,29,25,26,27,28,36,30,31,32,33,34,35,43,37,38,39,40,41,42,47,44,45,46,00,48,49,50,51
07,01,02,08,04,05,06,09,14,17,10,11,12,13,15,22,16,18,24,19,20,21,23,28,29,25,26,27,31,36,30,33,32,37,34,35,43,47,38,39,40,41,42,46,44,45,03,00,48,49,50,51
09,01,02,08,04,05,06,14,12,17,10,11,19,13,15,22,16,18,24,23,20,21,26,28,29,25,33,27,31,36,30,37,32,34,39,35,43,47,38,41,40,42,49,46,44,45,03,00,48,51,50,07
08,01,02,04,14,05,06,11,12,17,10,18,19,13,15,22,16,29,24,23,20,21,26,28,31,25,33,27,36,30,47,37,32,34,39,35,43,42,38,41,40,49,45,46,44,50,03,00,48,51,09,07
14,01,02,04,17,05,06,11,12,16,10,18,19,13,15,22,26,29,24,23,20,21,36,28,31,25,33,27,30,43,47,37,32,34,39,35,45,42,38,41,40,49,03,46,44,50,07,00,48,51,09,08
02,01,11,04,17,05,06,16,12,13,10,18,19,23,15,22,26,29,24,20,36,21,43,28,31,25,33,27,30,35,47,37,32,34,39,41,45,42,38,44,40,49,03,46,08,50,07,00,48,51,09,14
04,01,11,17,06,05,18,16,12,13,10,15,19,23,26,22,28,29,24,20,36,21,43,47,31,25,33,27,30,35,37,42,32,34,39,41,45,08,38,44,40,49,03,46,07,50,48,00,02,51,09,14
16,01,11,17,06,05,18,12,22,13,10,15,19,23,26,24,28,29,21,20,36,25,43,47,31,27,33,42,30,35,37,45,32,34,39,41,44,08,38,40,03,49,46,02,07,50,48,00,14,51,09,04
11,01,05,17,06,10,18,12,22,13,15,23,19,26,20,24,28,29,21,43,36,25,47,37,31,27,33,42,30,35,32,45,39,34,03,41,44,08,38,40,49,00,46,02,07,50,48,04,14,51,09,16
12,01,05,17,06,10,18,19,22,13,15,23,21,26,20,24,28,29,47,43,36,25,31,37,30,27,33,42,41,35,32,45,39,34,03,38,44,08,40,48,49,00,46,02,07,50,11,04,14,51,09,16
10,01,05,17,06,15,18,19,22,13,29,23,21,26,20,24,28,47,43,31,36,25,37,33,30,27,45,42,41,35,32,03,39,34,40,38,44,08,02,48,49,00,46,50,07,12,11,04,14,51,09,16
17,01,05,18,06,15,22,19,24,13,29,23,21,26,20,28,31,47,43,37,36,25,35,33,30,27,45,42,41,40,32,03,39,34,49,38,44,08,02,48,04,00,46,50,07,12,11,10,14,51,09,16
15,01,05,18,06,21,22,19,24,13,29,23,43,26,20,28,31,47,35,37,36,25,45,33,30,27,03,42,41,40,32,38,39,34,49,02,44,08,46,48,04,00,10,50,07,12,11,17,14,51,09,16
22,01,05,18,06,21,24,19,13,28,29,23,43,26,20,47,31,33,35,37,36,25,45,42,30,27,03,40,41,38,32,34,39,46,49,02,44,08,12,48,04,00,10,50,07,11,14,17,09,51,15,16
21,01,05,18,06,23,24,19,13,28,29,33,43,26,20,47,31,36,35,37,30,25,45,42,32,27,03,40,41,38,49,34,39,46,12,02,44,08,04,48,50,00,10,07,11,22,14,17,09,51,15,16
05,01,28,18,06,23,24,19,13,20,29,33,43,26,31,47,30,36,35,37,42,25,45,03,32,27,39,40,41,38,49,34,04,46,12,02,44,08,10,48,50,00,07,15,11,22,14,17,09,51,21,16
23,01,28,18,06,13,24,19,33,20,29,35,43,26,31,47,30,36,25,37,42,45,39,03,32,27,40,41,02,38,49,34,04,46,12,07,44,08,10,48,50,00,11,15,14,22,17,21,09,51,05,16
18,01,28,24,06,13,29,19,33,20,43,35,25,26,31,47,30,36,42,37,40,45,39,03,32,27,46,41,02,38,49,34,04,48,12,07,44,08,10,14,50,00,11,15,17,22,09,21,05,51,23,16
28,01,19,24,06,13,29,26,33,20,43,35,25,31,42,47,30,36,27,37,40,45,39,03,32,04,46,41,02,38,49,34,44,48,12,07,10,08,15,14,50,00,11,17,05,22,09,21,16,51,23,18
26,01,19,24,06,13,29,33,20,25,43,35,27,31,42,47,30,36,45,37,40,39,41,03,32,04,46,12,02,38,49,34,44,48,14,07,10,08,15,05,50,00,11,17,51,22,09,21,16,28,23,18
29,01,19,24,06,13,27,33,20,25,43,35,30,31,42,47,40,36,45,37,46,39,41,03,32,04,49,12,02,38,44,34,07,48,14,00,10,08,15,05,50,51,11,17,21,22,09,26,16,28,23,18
33,01,19,24,06,13,27,30,20,25,43,35,37,31,42,47,40,36,45,32,46,39,41,03,04,49,44,12,02,38,48,34,07,14,51,00,10,08,15,05,50,17,11,21,09,22,23,26,16,28,29,18
13,01,19,24,06,30,27,42,20,25,43,35,37,31,39,47,40,36,45,32,46,49,41,03,04,12,44,07,02,38,48,34,10,14,51,00,17,08,15,05,50,09,11,21,18,22,23,26,16,28,29,33
27,01,19,24,06,30,20,42,35,25,43,40,37,31,39,47,49,36,45,32,46,44,41,03,04,12,02,07,34,38,48,14,10,00,51,05,17,08,15,09,50,16,11,21,18,22,23,26,28,29,13,33
30,01,19,24,06,40,20,42,35,25,43,47,37,31,39,49,45,36,44,32,46,07,41,03,04,12,02,00,34,38,48,14,10,50,51,05,17,08,15,09,23,16,11,21,18,22,27,26,28,29,13,33
42,01,19,24,06,40,20,31,35,25,43,47,37,45,39,49,36,41,44,32,46,07,34,03,04,12,02,00,14,38,48,51,10,50,08,05,17,09,15,11,23,16,26,21,18,22,27,30,28,29,13,33
24,01,19,25,06,40,20,31,35,37,43,47,39,45,36,49,46,41,44,32,34,07,14,03,04,12,02,00,05,38,48,51,10,50,08,11,17,09,15,27,23,16,26,21,18,22,13,30,28,29,33,42
40,01,19,25,06,35,20,31,39,37,43,47,41,45,36,49,46,07,44,32,34,05,14,03,04,12,02,00,08,38,48,51,10,50,23,11,17,09,15,27,22,16,26,21,18,13,29,30,28,24,33,42
35,01,19,25,06,41,20,31,39,37,43,47,07,45,36,49,46,32,44,12,34,05,14,03,04,00,02,10,08,38,48,51,50,27,23,11,17,09,15,26,22,16,30,21,18,13,29,42,28,24,33,40
41,01,19,25,06,47,20,31,39,37,43,49,07,45,36,05,46,32,44,12,34,10,14,03,04,00,02,50,08,38,48,51,11,27,23,15,17,09,13,26,22,16,30,21,18,40,29,42,28,24,33,35
47,01,19,25,06,31,20,39,45,37,43,49,07,44,36,05,46,32,34,12,03,10,14,08,04,00,02,50,38,48,15,51,11,27,23,22,17,09,13,26,29,16,30,21,18,40,41,42,28,24,33,35
25,01,19,37,06,31,20,39,45,43,07,49,32,44,36,05,46,03,34,12,50,10,14,08,04,00,02,51,38,48,15,17,11,27,23,22,29,09,13,26,21,16,30,24,18,40,41,42,28,47,33,35
39,01,19,37,06,31,20,43,45,05,07,49,32,44,36,12,46,03,34,08,50,10,14,04,38,00,02,51,15,48,22,17,11,27,23,09,29,18,13,26,21,16,30,24,28,40,41,42,35,47,33,25
43,01,19,37,06,31,20,49,45,05,07,12,32,44,36,14,46,03,34,08,50,10,51,04,38,00,02,11,15,48,22,17,23,27,26,09,29,18,13,24,21,16,30,41,28,40,47,42,35,39,33,25
06,01,19,37,49,31,20,45,12,05,07,32,34,44,36,14,46,03,50,08,04,10,51,22,38,00,02,11,15,48,18,17,23,27,26,09,29,30,13,24,21,16,47,41,28,40,43,42,35,39,33,25
19,01,05,37,49,31,20,45,12,07,44,32,34,36,10,14,46,03,50,08,04,51,11,22,38,00,02,18,15,48,09,17,23,27,26,24,29,30,13,21,16,41,47,35,28,40,43,42,06,39,33,25
31,01,05,37,49,07,20,45,12,44,32,10,34,36,50,14,46,03,22,08,04,51,11,09,38,00,02,18,15,48,23,17,26,27,29,24,41,30,13,21,16,43,47,35,28,40,33,42,06,39,19,25
49,01,05,37,07,45,20,32,12,44,50,10,34,36,14,51,46,03,22,08,04,00,11,09,38,26,02,18,15,48,23,17,30,27,29,24,41,28,13,21,16,43,47,35,39,40,33,42,06,31,19,25
